"Date","Price","Open","High","Low","Vol.","Change %"
"10/02/2003","17,382","17,526","17,564","17,275","","-0.65%"
"10/01/2003","17,497","17,542","17,608","17,395","","-0.34%"
"09/30/2003","17,556","17,507","17,735","17,404","","0.48%"
"09/29/2003","17,473","17,431","17,605","17,366","","0.52%"
"09/26/2003","17,382","17,629","17,702","17,314","","-1.53%"
"09/25/2003","17,652","17,770","17,994","17,554","","-0.75%"
"09/24/2003","17,786","17,625","17,786","17,534","","1.02%"
"09/23/2003","17,607","17,652","17,732","17,516","","-0.41%"
"09/22/2003","17,679","17,545","17,753","17,543","","1.07%"
"09/19/2003","17,493","17,281","17,581","17,205","","1.25%"
"09/18/2003","17,277","17,228","17,438","17,215","","0.08%"
"09/17/2003","17,263","17,072","17,279","17,051","","1.08%"
"09/16/2003","17,079","17,100","17,240","17,022","","-0.04%"
"09/15/2003","17,086","17,160","17,242","17,032","","-0.23%"
"09/12/2003","17,126","17,316","17,425","17,122","","-1.25%"
"09/11/2003","17,343","17,347","17,416","17,128","","-0.06%"
"09/10/2003","17,354","17,476","17,501","17,260","","-0.78%"
"09/09/2003","17,491","17,138","17,547","17,138","","1.86%"
"09/08/2003","17,171","17,262","17,272","17,069","","-0.55%"
"09/05/2003","17,266","17,116","17,334","16,969","","0.79%"
"09/04/2003","17,130","17,185","17,185","16,930","","0.00%"
"09/03/2003","17,130","17,041","17,213","16,918","","0.59%"
"09/02/2003","17,029","17,202","17,382","17,018","","-0.94%"
"09/01/2003","17,190","17,145","17,338","17,122","","-0.05%"
"08/29/2003","17,199","16,938","17,283","16,889","","1.57%"
"08/28/2003","16,933","16,996","17,037","16,865","","-0.46%"
"08/27/2003","17,012","16,701","17,134","16,630","","1.89%"
"08/26/2003","16,697","16,534","16,772","16,443","","0.94%"
"08/25/2003","16,541","16,585","16,692","16,529","","-0.43%"
"08/22/2003","16,613","16,568","16,672","16,359","","0.41%"
"08/21/2003","16,545","16,774","16,774","16,397","","-1.32%"
"08/20/2003","16,766","16,561","16,791","16,536","","1.26%"
"08/19/2003","16,557","16,419","16,592","16,300","","0.86%"
"08/18/2003","16,415","16,660","16,685","16,362","","-1.51%"
"08/15/2003","16,667","16,792","16,832","16,637","","-0.61%"
"08/14/2003","16,769","16,609","16,783","16,127","","0.86%"
"08/13/2003","16,627","16,432","16,664","16,312","","1.19%"
"08/12/2003","16,432","16,607","16,630","16,425","","-1.08%"
"08/11/2003","16,612","16,369","16,617","16,369","","1.40%"
"08/08/2003","16,383","16,158","16,445","16,158","","1.32%"
"08/07/2003","16,169","16,157","16,223","16,041","","-0.06%"
"08/06/2003","16,180","16,197","16,273","16,060","","-0.18%"
"08/05/2003","16,209","16,110","16,225","16,016","","0.61%"
"08/04/2003","16,110","15,991","16,136","15,949","","0.49%"
"08/01/2003","16,031","16,377","16,396","15,941","","-2.02%"
"07/31/2003","16,361","16,409","16,601","16,258","","-0.32%"
"07/30/2003","16,414","16,628","16,631","16,337","","-1.36%"
"07/29/2003","16,640","16,762","16,843","16,603","","-0.97%"
"07/28/2003","16,804","16,686","16,928","16,598","","0.59%"
"07/25/2003","16,705","16,651","16,776","16,553","","0.39%"
"07/24/2003","16,640","16,589","16,732","16,373","","0.52%"
"07/23/2003","16,554","16,159","16,554","16,147","","2.56%"
"07/22/2003","16,141","16,240","16,315","16,063","","-0.54%"
"07/21/2003","16,229","16,063","16,261","16,027","","1.36%"
"07/18/2003","16,012","15,873","16,051","15,832","","0.73%"
"07/17/2003","15,896","15,823","15,944","15,730","","0.42%"
"07/16/2003","15,830","15,747","15,893","15,680","","0.58%"
"07/15/2003","15,738","15,977","16,132","15,687","","-1.57%"
"07/14/2003","15,989","15,895","16,009","15,832","","0.78%"
"07/11/2003","15,865","15,899","15,924","15,745","","-0.50%"
"07/10/2003","15,945","15,909","15,945","15,785","","0.20%"
"07/09/2003","15,914","15,900","15,981","15,840","","0.03%"
"07/08/2003","15,909","16,092","16,124","15,810","","-1.18%"
"07/07/2003","16,099","16,250","16,291","16,064","","-0.72%"
"07/04/2003","16,215","16,246","16,298","16,211","","-0.21%"
"07/03/2003","16,250","16,255","16,303","16,159","","-0.10%"
"07/02/2003","16,266","16,269","16,321","16,232","","0.13%"
"07/01/2003","16,246","16,064","16,369","15,978","","1.24%"
"06/30/2003","16,048","15,962","16,094","15,932","","0.21%"
"06/27/2003","16,014","15,974","16,123","15,881","","0.18%"
"06/26/2003","15,985","16,145","16,224","15,943","","-0.94%"
"06/25/2003","16,136","16,137","16,249","16,119","","0.06%"
"06/24/2003","16,125","16,412","16,639","16,062","","-1.67%"
"06/23/2003","16,398","16,608","16,695","16,305","","-1.07%"
"06/20/2003","16,576","16,811","16,865","16,497","","-1.59%"
"06/19/2003","16,843","16,613","16,865","16,477","","1.40%"
"06/18/2003","16,611","16,867","16,926","16,553","","-1.42%"
"06/17/2003","16,850","16,720","16,969","16,678","","0.77%"
"06/16/2003","16,722","16,652","16,845","16,561","","0.66%"
"06/13/2003","16,613","16,456","16,636","16,368","","1.04%"
"06/12/2003","16,442","16,531","16,588","16,358","","-0.47%"
"06/11/2003","16,520","16,470","16,942","16,401","","0.52%"
"06/10/2003","16,435","16,889","16,932","16,392","","-2.69%"
"06/09/2003","16,889","16,990","17,172","16,870","","-0.68%"
"06/06/2003","17,005","17,182","17,251","16,911","","-1.13%"
"06/05/2003","17,198","16,905","17,263","16,888","","1.93%"
"06/04/2003","16,872","17,114","17,140","16,853","","-1.33%"
"06/03/2003","17,100","17,211","17,264","17,011","","-0.70%"
"06/02/2003","17,220","17,008","17,267","16,926","","0.55%"
"05/30/2003","17,125","17,289","17,331","16,933","","-1.07%"
"05/29/2003","17,311","17,128","17,357","16,917","","1.47%"
"05/28/2003","17,060","17,064","17,202","16,807","","0.05%"
"05/27/2003","17,052","17,359","17,541","17,040","","-1.91%"
"05/26/2003","17,385","17,188","17,386","17,188","","0.90%"
"05/23/2003","17,230","17,259","17,363","17,127","","0.02%"
"05/22/2003","17,226","17,398","17,421","17,151","","-0.85%"
"05/21/2003","17,375","17,246","17,459","17,007","","0.84%"
"05/20/2003","17,229","17,197","17,330","17,080","","0.39%"
"05/19/2003","17,162","16,791","17,162","16,726","","2.96%"
"05/16/2003","16,669","16,531","16,765","16,519","","0.76%"
"05/15/2003","16,543","16,566","16,753","16,505","","-0.18%"
"05/14/2003","16,573","16,468","16,677","16,403","","0.83%"
"05/13/2003","16,437","16,502","16,565","16,411","","-0.53%"
"05/12/2003","16,525","16,439","16,582","16,433","","0.73%"
"05/09/2003","16,405","16,415","16,468","16,336","","-0.13%"
"05/08/2003","16,427","16,194","16,474","16,148","","1.88%"
"05/07/2003","16,124","16,235","16,283","15,994","","-0.65%"
"05/06/2003","16,230","16,131","16,273","16,079","","0.56%"
"05/05/2003","16,140","16,165","16,190","16,098","","0.26%"
"05/02/2003","16,098","16,136","16,223","16,013","","-0.23%"
"05/01/2003","16,136","16,043","16,214","15,975","","0.62%"
"04/30/2003","16,036","15,812","16,048","15,812","","1.57%"
"04/29/2003","15,788","15,763","15,802","15,644","","0.09%"
"04/28/2003","15,774","15,741","15,862","15,574","","0.21%"
"04/25/2003","15,741","15,782","15,827","15,694","","-0.33%"
"04/24/2003","15,793","15,666","15,825","15,648","","0.81%"
"04/23/2003","15,666","15,706","15,879","15,630","","-0.34%"
"04/22/2003","15,719","15,763","15,905","15,708","","-0.29%"
"04/21/2003","15,766","15,443","15,777","15,436","","2.14%"
"04/18/2003","15,436","15,436","15,443","15,436","","-0.03%"
"04/17/2003","15,440","15,437","15,490","15,412","","0.11%"
"04/16/2003","15,423","15,336","15,439","15,253","","0.50%"
"04/15/2003","15,345","15,381","15,407","15,213","","-0.22%"
"04/14/2003","15,379","15,461","15,474","15,343","","-0.77%"
"04/11/2003","15,498","15,415","15,522","15,267","","0.46%"
"04/10/2003","15,427","15,469","15,515","15,330","","-0.24%"
"04/09/2003","15,465","15,285","15,465","15,202","","1.13%"
"04/08/2003","15,292","15,267","15,342","15,121","","0.08%"
"04/07/2003","15,279","15,220","15,289","15,106","","-0.80%"
"04/04/2003","15,402","15,382","15,402","15,255","","0.13%"
"04/03/2003","15,382","15,574","15,574","15,274","","-1.38%"
"04/02/2003","15,597","15,896","15,912","15,467","","-1.80%"
"04/01/2003","15,884","15,996","16,057","15,791","","-0.55%"
"03/31/2003","15,972","15,765","15,972","15,765","","1.51%"
"03/28/2003","15,734","15,611","15,763","15,597","","0.90%"
"03/27/2003","15,595","15,699","15,877","15,557","","-0.51%"
"03/26/2003","15,675","15,617","15,760","15,595","","0.45%"
"03/25/2003","15,605","15,687","15,911","15,553","","-0.62%"
"03/24/2003","15,703","15,612","15,737","15,473","","1.34%"
"03/21/2003","15,495","15,808","15,942","15,481","","-2.05%"
"03/20/2003","15,820","16,017","16,068","15,779","","-1.13%"
"03/19/2003","16,001","16,094","16,215","15,913","","-0.42%"
"03/18/2003","16,068","16,023","16,206","15,888","","0.36%"
"03/17/2003","16,011","15,938","16,442","15,916","","0.16%"
"03/14/2003","15,985","15,885","16,085","15,766","","0.57%"
"03/13/2003","15,895","16,452","16,464","15,757","","-3.28%"
"03/12/2003","16,433","16,649","16,694","16,419","","-1.41%"
"03/11/2003","16,668","16,857","16,900","16,553","","-1.20%"
"03/10/2003","16,869","16,711","16,889","16,711","","1.41%"
"03/07/2003","16,635","16,921","17,002","16,560","","-1.72%"
"03/06/2003","16,925","16,791","16,954","16,757","","0.80%"
"03/05/2003","16,791","16,803","16,984","16,701","","0.21%"
"03/04/2003","16,756","16,641","16,847","16,594","","0.69%"
"03/03/2003","16,641","16,563","16,641","16,400","","0.11%"
"02/28/2003","16,622","16,396","16,684","16,384","","1.23%"
"02/27/2003","16,420","16,862","16,992","16,408","","-2.51%"
"02/26/2003","16,843","16,736","16,915","16,696","","0.70%"
"02/25/2003","16,727","16,999","17,194","16,693","","-1.53%"
"02/24/2003","16,987","16,770","17,037","16,673","","1.66%"
"02/21/2003","16,710","16,774","16,916","16,681","","-0.30%"
"02/20/2003","16,760","16,624","16,878","16,624","","0.69%"
"02/19/2003","16,646","16,382","16,646","16,298","","1.73%"
"02/18/2003","16,363","16,538","16,593","16,327","","-0.92%"
"02/17/2003","16,514","16,727","16,727","16,290","","-1.41%"
"02/14/2003","16,750","17,048","17,110","16,651","","-1.64%"
"02/13/2003","17,030","16,743","17,111","16,654","","1.68%"
"02/12/2003","16,748","17,284","17,388","16,708","","-3.05%"
"02/11/2003","17,275","17,225","17,380","17,168","","0.19%"
"02/10/2003","17,242","17,572","17,774","17,237","","-1.99%"
"02/07/2003","17,591","17,588","17,829","17,477","","-0.19%"
"02/06/2003","17,624","17,593","17,920","17,536","","-0.52%"
"02/05/2003","17,717","18,229","18,544","17,702","","-2.64%"
"02/04/2003","18,198","17,697","18,198","17,697","","2.76%"
"02/03/2003","17,709","17,542","17,749","17,542","","0.75%"
"01/31/2003","17,577","17,668","17,758","17,512","","-0.45%"
"01/30/2003","17,656","17,476","17,663","17,322","","0.92%"
"01/29/2003","17,495","17,665","17,730","17,426","","-0.88%"
"01/28/2003","17,650","17,626","17,678","17,505","","-0.07%"
"01/27/2003","17,662","17,608","17,842","17,565","","0.34%"
"01/24/2003","17,602","17,359","17,676","17,353","","1.35%"
"01/23/2003","17,368","17,279","17,579","17,268","","0.59%"
"01/22/2003","17,267","17,114","17,267","17,099","","0.78%"
"01/21/2003","17,133","17,047","17,133","16,898","","0.53%"
"01/20/2003","17,042","17,063","17,099","17,025","","-0.01%"
"01/17/2003","17,043","17,098","17,155","17,000","","-0.46%"
"01/16/2003","17,122","16,790","17,158","16,770","","2.08%"
"01/15/2003","16,774","16,807","16,930","16,668","","-0.20%"
"01/14/2003","16,807","16,954","16,975","16,791","","-0.87%"
"01/13/2003","16,954","16,909","16,981","16,806","","-0.10%"
"01/10/2003","16,971","16,890","17,040","16,770","","0.48%"
"01/09/2003","16,890","16,921","17,092","16,801","","-0.18%"
"01/08/2003","16,921","16,621","17,019","16,521","","1.80%"
"01/07/2003","16,621","16,821","16,821","16,497","","-1.19%"
"01/06/2003","16,821","16,790","17,095","16,769","","0.02%"
"01/03/2003","16,819","16,555","16,876","16,465","","1.59%"
"01/02/2003","16,555","16,604","16,663","16,420","","-0.31%"
"12/31/2002","16,607","16,440","16,612","16,344","","1.02%"
"12/30/2002","16,440","16,721","16,761","16,380","","-1.65%"
"12/27/2002","16,716","16,747","16,819","16,613","","-0.18%"
"12/26/2002","16,747","16,491","16,783","16,491","","1.40%"
"12/25/2002","16,515","16,587","16,599","16,443","","-0.61%"
"12/24/2002","16,616","16,545","16,704","16,512","","0.31%"
"12/23/2002","16,565","16,296","16,589","16,296","","1.54%"
"12/20/2002","16,313","16,578","16,720","16,279","","-1.51%"
"12/19/2002","16,564","16,529","17,030","16,475","","0.46%"
"12/18/2002","16,488","16,172","16,488","16,140","","1.96%"
"12/17/2002","16,172","16,179","16,424","16,124","","-0.01%"
"12/16/2002","16,174","16,017","16,179","15,967","","1.01%"
"12/13/2002","16,013","15,937","16,153","15,878","","0.47%"
"12/12/2002","15,937","15,597","16,005","15,578","","2.18%"
"12/11/2002","15,597","15,564","15,631","15,520","","0.15%"
"12/10/2002","15,573","15,682","15,725","15,520","","-0.69%"
"12/09/2002","15,682","15,703","15,731","15,621","","-0.08%"
"12/06/2002","15,694","15,624","15,816","15,597","","0.45%"
"12/05/2002","15,624","15,498","15,641","15,449","","0.81%"
"12/04/2002","15,498","15,447","15,560","15,394","","0.33%"
"12/03/2002","15,447","15,312","15,459","15,295","","0.88%"
"12/02/2002","15,312","15,376","15,404","15,226","","-0.47%"
"11/29/2002","15,385","15,315","15,394","15,282","","0.45%"
"11/28/2002","15,317","15,270","15,334","15,243","","0.29%"
"11/27/2002","15,272","15,304","15,362","15,205","","-0.21%"
"11/26/2002","15,304","15,298","15,369","15,263","","0.04%"
"11/25/2002","15,298","15,398","15,472","15,252","","-0.90%"
"11/22/2002","15,437","15,270","15,495","15,223","","1.09%"
"11/21/2002","15,270","15,292","15,352","15,253","","-0.15%"
"11/20/2002","15,292","15,332","15,422","15,273","","-0.33%"
"11/19/2002","15,344","15,358","15,419","15,322","","-0.09%"
"11/18/2002","15,358","15,408","15,440","15,298","","-0.37%"
"11/15/2002","15,416","15,329","15,438","15,305","","0.57%"
"11/14/2002","15,329","15,369","15,404","15,267","","-0.23%"
"11/13/2002","15,364","15,626","15,667","15,270","","-1.68%"
"11/12/2002","15,626","15,478","15,636","15,447","","0.91%"
"11/11/2002","15,485","15,481","15,500","15,406","","0.01%"
"11/08/2002","15,483","15,473","15,589","15,421","","0.04%"
"11/07/2002","15,478","15,342","15,485","15,337","","0.79%"
"11/06/2002","15,356","15,319","15,361","15,284","","0.24%"
"11/05/2002","15,319","15,361","15,438","15,319","","-0.18%"
"11/04/2002","15,347","15,393","15,393","15,279","","-0.66%"
"11/01/2002","15,448","15,335","15,506","15,325","","0.74%"
"10/31/2002","15,335","15,273","15,351","15,250","","0.37%"
"10/30/2002","15,278","15,290","15,346","15,247","","-0.21%"
"10/29/2002","15,309","15,250","15,367","15,245","","0.41%"
"10/28/2002","15,247","15,148","15,247","15,118","","0.64%"
"10/25/2002","15,150","15,054","15,174","15,046","","0.69%"
"10/24/2002","15,047","15,063","15,096","14,921","","-0.04%"
"10/23/2002","15,053","15,091","15,165","15,048","","-0.33%"
"10/22/2002","15,103","15,015","15,134","15,005","","0.65%"
"10/21/2002","15,005","15,111","15,173","14,967","","-0.70%"
"10/18/2002","15,111","15,042","15,143","15,015","","0.49%"
"10/17/2002","15,037","15,169","15,227","14,950","","-0.97%"
"10/16/2002","15,184","15,130","15,213","15,115","","0.44%"
"10/15/2002","15,117","15,342","15,387","15,067","","-1.40%"
"10/14/2002","15,332","15,318","15,394","15,307","","0.38%"
"10/11/2002","15,274","15,293","15,372","15,245","","-0.07%"
"10/10/2002","15,285","15,440","15,484","15,257","","-0.94%"
"10/09/2002","15,430","15,366","15,446","15,350","","0.48%"
"10/08/2002","15,356","15,557","15,564","15,354","","-1.29%"
"10/07/2002","15,557","15,570","15,623","15,506","","0.07%"
"10/04/2002","15,546","15,505","15,597","15,416","","0.19%"
"10/03/2002","15,517","15,574","15,680","15,488","","-0.45%"
"10/02/2002","15,588","15,443","15,588","15,443","","0.84%"
"10/01/2002","15,458","15,620","15,639","15,458","","-1.07%"
"09/30/2002","15,625","15,487","15,676","15,475","","1.19%"
"09/27/2002","15,442","15,461","15,529","15,398","","-0.06%"
"09/26/2002","15,451","15,567","15,642","15,393","","-0.71%"
"09/25/2002","15,562","15,752","15,787","15,562","","-1.18%"
"09/24/2002","15,748","15,575","15,825","15,575","","1.09%"
"09/23/2002","15,578","15,596","15,680","15,553","","0.07%"
"09/20/2002","15,567","15,604","15,669","15,485","","-0.31%"
"09/19/2002","15,616","15,480","15,631","15,439","","0.93%"
"09/18/2002","15,473","15,363","15,514","15,320","","0.60%"
"09/17/2002","15,380","15,248","15,380","15,144","","0.32%"
"09/16/2002","15,330","15,294","15,369","15,224","","0.11%"
"09/13/2002","15,314","15,426","15,478","15,261","","-0.85%"
"09/12/2002","15,445","15,341","15,477","15,312","","0.58%"
"09/11/2002","15,356","15,364","15,386","15,220","","-0.11%"
"09/10/2002","15,373","15,531","15,544","15,359","","-1.09%"
"09/09/2002","15,543","15,501","15,688","15,462","","0.21%"
"09/06/2002","15,510","15,428","15,569","15,386","","0.46%"
"09/05/2002","15,440","15,216","15,440","15,166","","1.50%"
"09/04/2002","15,211","15,173","15,269","15,119","","0.12%"
"09/03/2002","15,193","15,091","15,222","15,052","","0.61%"
"09/02/2002","15,101","15,126","15,162","15,091","","-0.20%"
"08/30/2002","15,131","15,210","15,230","15,107","","-0.44%"
"08/29/2002","15,198","15,004","15,198","14,982","","1.33%"
"08/28/2002","14,999","15,120","15,136","14,970","","-0.89%"
"08/27/2002","15,134","14,974","15,156","14,926","","1.03%"
"08/26/2002","14,981","14,891","15,041","14,857","","0.80%"
"08/23/2002","14,862","14,860","14,895","14,734","","-0.02%"
"08/22/2002","14,865","14,906","14,913","14,763","","-0.33%"
"08/21/2002","14,914","14,979","15,029","14,841","","-0.40%"
"08/20/2002","14,974","14,883","15,017","14,865","","0.71%"
"08/19/2002","14,868","15,227","15,232","14,766","","-2.29%"
"08/16/2002","15,217","15,285","15,311","15,144","","-0.28%"
"08/15/2002","15,260","15,107","15,328","15,105","","0.98%"
"08/14/2002","15,112","15,296","15,424","15,088","","-1.25%"
"08/13/2002","15,303","15,242","15,303","15,206","","0.40%"
"08/12/2002","15,242","15,226","15,435","15,208","","-0.17%"
"08/09/2002","15,268","15,089","15,297","14,997","","1.25%"
"08/08/2002","15,079","15,265","15,280","15,072","","-1.12%"
"08/07/2002","15,251","14,881","15,282","14,876","","2.45%"
"08/06/2002","14,886","14,926","14,961","14,798","","-0.46%"
"08/05/2002","14,955","14,923","15,045","14,899","","0.22%"
"08/02/2002","14,921","14,756","14,955","14,756","","0.90%"
"08/01/2002","14,788","14,747","14,822","14,499","","0.34%"
"07/31/2002","14,737","14,823","14,888","14,677","","-0.50%"
"07/30/2002","14,811","14,720","14,867","14,720","","0.69%"
"07/29/2002","14,710","14,762","14,778","14,681","","-0.29%"
"07/26/2002","14,753","15,079","15,131","14,653","","-2.10%"
"07/25/2002","15,069","15,118","15,187","15,018","","-0.16%"
"07/24/2002","15,093","15,225","15,276","14,948","","-0.82%"
"07/23/2002","15,218","15,693","15,695","15,135","","-3.07%"
"07/22/2002","15,700","15,813","15,862","15,659","","-0.30%"
"07/19/2002","15,748","15,467","15,811","15,467","","1.80%"
"07/18/2002","15,470","15,465","15,497","15,418","","0.06%"
"07/17/2002","15,461","15,477","15,536","15,373","","-0.23%"
"07/16/2002","15,496","15,493","15,652","15,428","","-0.01%"
"07/15/2002","15,498","15,389","15,615","15,389","","0.78%"
"07/12/2002","15,377","15,397","15,455","15,336","","-0.21%"
"07/11/2002","15,409","15,366","15,488","15,274","","0.11%"
"07/10/2002","15,393","15,405","15,465","15,303","","-0.14%"
"07/09/2002","15,415","15,224","15,444","15,163","","1.17%"
"07/08/2002","15,236","15,156","15,279","15,113","","0.39%"
"07/05/2002","15,177","15,147","15,201","15,138","","0.24%"
"07/04/2002","15,140","15,153","15,179","15,128","","-0.08%"
"07/03/2002","15,153","15,255","15,317","15,119","","-0.66%"
"07/02/2002","15,253","15,347","15,401","15,246","","-0.66%"
"07/01/2002","15,355","15,314","15,355","15,184","","0.10%"
"06/28/2002","15,339","15,511","15,659","15,307","","-1.08%"
"06/27/2002","15,506","15,572","15,638","15,420","","-0.33%"
"06/26/2002","15,558","15,692","15,907","15,558","","-0.78%"
"06/25/2002","15,679","15,746","15,812","15,508","","-0.30%"
"06/24/2002","15,727","15,864","15,976","15,717","","-0.76%"
"06/21/2002","15,847","15,780","15,876","15,735","","0.25%"
"06/20/2002","15,807","15,658","15,834","15,634","","0.95%"
"06/19/2002","15,658","15,640","15,765","15,582","","0.15%"
"06/18/2002","15,635","15,503","15,642","15,493","","0.82%"
"06/17/2002","15,508","15,609","15,622","15,505","","-0.69%"
"06/14/2002","15,616","15,563","15,800","15,558","","0.37%"
"06/13/2002","15,558","15,611","15,644","15,497","","-0.26%"
"06/12/2002","15,599","15,690","15,736","15,587","","-0.61%"
"06/11/2002","15,695","15,591","15,702","15,438","","0.63%"
"06/10/2002","15,596","15,826","15,862","15,532","","-1.59%"
"06/07/2002","15,848","15,932","16,040","15,826","","-0.37%"
"06/06/2002","15,907","15,728","15,932","15,714","","1.19%"
"06/05/2002","15,720","15,893","15,993","15,664","","-0.92%"
"06/04/2002","15,866","16,057","16,229","15,866","","-1.17%"
"06/03/2002","16,055","15,976","16,077","15,901","","0.50%"
"05/31/2002","15,976","15,878","16,157","15,841","","0.54%"
"05/30/2002","15,890","15,884","15,978","15,818","","-0.01%"
"05/29/2002","15,891","15,855","16,008","15,794","","0.23%"
"05/28/2002","15,855","15,650","15,938","15,642","","1.32%"
"05/27/2002","15,648","15,689","15,746","15,646","","-0.15%"
"05/24/2002","15,672","15,732","15,744","15,620","","-0.54%"
"05/23/2002","15,756","15,531","15,847","15,438","","1.41%"
"05/22/2002","15,536","15,453","15,652","15,453","","0.55%"
"05/21/2002","15,451","15,447","15,505","15,353","","0.02%"
"05/20/2002","15,447","15,213","15,491","15,190","","1.57%"
"05/17/2002","15,208","15,145","15,274","15,125","","0.33%"
"05/16/2002","15,157","15,113","15,248","15,091","","0.30%"
"05/15/2002","15,113","15,043","15,118","14,985","","0.50%"
"05/14/2002","15,038","15,198","15,198","15,004","","-1.03%"
"05/13/2002","15,195","15,211","15,269","15,124","","-0.06%"
"05/10/2002","15,204","15,156","15,253","15,134","","0.53%"
"05/09/2002","15,124","15,076","15,156","15,054","","0.50%"
"05/08/2002","15,050","15,210","15,287","15,042","","-1.09%"
"05/07/2002","15,215","15,272","15,354","15,105","","-0.38%"
"05/06/2002","15,272","15,244","15,302","15,162","","0.20%"
"05/03/2002","15,242","15,028","15,311","15,009","","1.37%"
"05/02/2002","15,036","15,084","15,104","14,985","","-0.29%"
"05/01/2002","15,080","15,067","15,182","15,006","","0.13%"
"04/30/2002","15,060","15,226","15,226","14,996","","-0.91%"
"04/29/2002","15,199","15,195","15,254","15,123","","-0.07%"
"04/26/2002","15,210","15,017","15,229","14,951","","1.18%"
"04/25/2002","15,032","14,861","15,103","14,861","","1.19%"
"04/24/2002","14,856","14,834","14,969","14,832","","0.11%"
"04/23/2002","14,839","14,789","14,883","14,761","","0.37%"
"04/22/2002","14,785","14,761","14,860","14,746","","0.24%"
"04/19/2002","14,749","14,825","14,847","14,692","","-0.45%"
"04/18/2002","14,815","14,756","14,932","14,722","","0.47%"
"04/17/2002","14,746","14,555","14,775","14,553","","1.17%"
"04/16/2002","14,575","14,653","14,658","14,526","","-0.43%"
"04/15/2002","14,639","14,712","14,797","14,629","","-0.72%"
"04/12/2002","14,745","14,754","14,769","14,662","","-0.01%"
"04/11/2002","14,747","14,697","14,796","14,692","","0.21%"
"04/10/2002","14,716","14,563","14,736","14,493","","1.05%"
"04/09/2002","14,563","14,663","14,668","14,548","","-0.58%"
"04/08/2002","14,648","14,620","14,692","14,554","","0.20%"
"04/05/2002","14,618","14,683","14,726","14,531","","-0.36%"
"04/04/2002","14,670","14,755","14,791","14,583","","-0.64%"
"04/03/2002","14,765","14,898","14,968","14,678","","-0.89%"
"04/02/2002","14,898","14,770","14,937","14,735","","0.87%"
"04/01/2002","14,770","14,717","14,770","14,653","","0.22%"
"03/29/2002","14,738","14,736","14,765","14,704","","0.02%"
"03/28/2002","14,736","14,712","14,844","14,634","","0.17%"
"03/27/2002","14,712","14,429","14,765","14,414","","1.96%"
"03/26/2002","14,429","14,513","14,519","14,390","","-0.58%"
"03/25/2002","14,513","14,449","14,537","14,444","","0.17%"
"03/22/2002","14,488","14,219","14,488","14,219","","1.61%"
"03/21/2002","14,258","14,219","14,283","14,197","","0.28%"
"03/20/2002","14,219","14,248","14,263","14,182","","-0.19%"
"03/19/2002","14,245","14,222","14,302","14,202","","0.18%"
"03/18/2002","14,220","14,108","14,232","14,108","","0.90%"
"03/15/2002","14,093","14,149","14,199","14,059","","-0.40%"
"03/14/2002","14,149","14,266","14,289","14,129","","-0.82%"
"03/13/2002","14,266","14,287","14,338","14,237","","-0.14%"
"03/12/2002","14,287","14,141","14,326","14,132","","1.03%"
"03/11/2002","14,141","14,082","14,263","14,077","","0.38%"
"03/08/2002","14,087","14,111","14,116","13,987","","-0.17%"
"03/07/2002","14,111","14,255","14,262","14,077","","-0.96%"
"03/06/2002","14,248","14,280","14,336","14,233","","-0.22%"
"03/05/2002","14,280","14,421","14,503","14,280","","-0.98%"
"03/04/2002","14,421","14,491","14,600","14,421","","-0.52%"
"03/01/2002","14,496","14,418","14,564","14,350","","0.40%"
"02/28/2002","14,437","14,408","14,491","14,386","","0.17%"
"02/27/2002","14,413","14,473","14,585","14,374","","-0.42%"
"02/26/2002","14,473","14,241","14,488","14,211","","1.63%"
"02/25/2002","14,241","14,238","14,261","14,153","","-0.01%"
"02/22/2002","14,242","14,213","14,346","14,211","","0.21%"
"02/21/2002","14,213","14,135","14,251","14,081","","0.55%"
"02/20/2002","14,135","14,224","14,293","14,091","","-0.59%"
"02/19/2002","14,219","14,456","14,481","14,182","","-1.56%"
"02/18/2002","14,444","14,510","14,546","14,407","","-0.16%"
"02/15/2002","14,466","14,559","14,656","14,462","","-0.70%"
"02/14/2002","14,568","14,531","14,604","14,476","","0.25%"
"02/13/2002","14,531","14,577","14,601","14,342","","-0.31%"
"02/12/2002","14,577","14,537","14,671","14,426","","0.11%"
"02/11/2002","14,561","14,716","14,772","14,454","","-1.28%"
"02/08/2002","14,750","14,610","14,965","14,610","","1.19%"
"02/07/2002","14,576","14,408","14,695","14,364","","1.17%"
"02/06/2002","14,408","14,456","14,835","14,344","","-0.33%"
"02/05/2002","14,456","14,048","14,499","14,048","","2.90%"
"02/04/2002","14,048","13,877","14,048","13,821","","1.38%"
"02/01/2002","13,857","13,680","13,862","13,656","","1.36%"
"01/31/2002","13,671","13,648","13,729","13,622","","0.17%"
"01/30/2002","13,648","13,610","13,770","13,590","","0.28%"
"01/29/2002","13,610","13,458","13,624","13,400","","1.13%"
"01/28/2002","13,458","13,475","13,528","13,429","","-0.16%"
"01/25/2002","13,480","13,440","13,505","13,373","","0.30%"
"01/24/2002","13,440","13,439","13,501","13,378","","0.00%"
"01/23/2002","13,439","13,557","13,625","13,411","","-0.91%"
"01/22/2002","13,562","13,598","13,695","13,486","","-0.27%"
"01/21/2002","13,598","13,649","13,674","13,591","","-0.35%"
"01/18/2002","13,647","13,704","13,745","13,618","","-0.42%"
